,Organic Phase Initial Conditions,,,,,,,Aqueous Phase Initial Conditions,,,,External Conditions,Results,Log_D
132,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024,kerosene,1-octanol,0.6,0.4,Tm(III),3,HNO3,1.002898551,298.15,73.56422545,1.866666667
133,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024,kerosene,1-octanol,0.6,0.4,Tm(III),3,HNO3,1.994202899,298.15,607.2021957,2.783333333
134,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024,kerosene,1-octanol,0.6,0.4,Tm(III),3,HNO3,2.991304348,298.15,1039.122304,3.016666667
135,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024,kerosene,1-octanol,0.6,0.4,Tm(III),3,HNO3,3.994202899,298.15,1325.019355,3.122222222
136,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024,kerosene,1-octanol,0.6,0.4,Tm(III),3,HNO3,4.991304348,298.15,1291.549665,3.111111111
137,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024,kerosene,1-octanol,0.6,0.4,Tm(III),3,HNO3,5.988405797,298.15,1258.925412,3.1
138,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024,kerosene,1-octanol,0.6,0.4,Yb(III),3,HNO3,0.492753623,298.15,10.12874309,1.005555556
139,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024,kerosene,1-octanol,0.6,0.4,Yb(III),3,HNO3,1.002898551,298.15,68.12920691,1.833333333
140,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024,kerosene,1-octanol,0.6,0.4,Yb(III),3,HNO3,2,298.15,527.4997064,2.722222222
141,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024,kerosene,1-octanol,0.6,0.4,Yb(III),3,HNO3,2.991304348,298.15,1039.122304,3.016666667
142,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024,kerosene,1-octanol,0.6,0.4,Yb(III),3,HNO3,3.994202899,298.15,1467.799268,3.166666667
143,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024,kerosene,1-octanol,0.6,0.4,Yb(III),3,HNO3,4.991304348,298.15,1449.142559,3.161111111
144,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024,kerosene,1-octanol,0.6,0.4,Yb(III),3,HNO3,5.994202899,298.15,1430.722989,3.155555556
145,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024,kerosene,1-octanol,0.6,0.4,Lu(III),3,HNO3,0.498550725,298.15,10,1
146,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024,kerosene,1-octanol,0.6,0.4,Lu(III),3,HNO3,1.002898551,298.15,67.26323919,1.827777778
147,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024,kerosene,1-octanol,0.6,0.4,Lu(III),3,HNO3,2,298.15,764.4222743,2.883333333
148,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024,kerosene,1-octanol,0.6,0.4,Lu(III),3,HNO3,2.997101449,298.15,1359.356391,3.133333333
149,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024,kerosene,1-octanol,0.6,0.4,Lu(III),3,HNO3,3.994202899,298.15,1625.964694,3.211111111
150,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024,kerosene,1-octanol,0.6,0.4,Lu(III),3,HNO3,4.997101449,298.15,1625.964694,3.211111111
151,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024,kerosene,1-octanol,0.6,0.4,Lu(III),3,HNO3,5.988405797,298.15,1584.893192,3.2
152,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.012012684,kerosene,1-octanol,0.6,0.4,La(III),3,HNO3,3,298.15,0.275826809,-0.559363525
153,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024024393,kerosene,1-octanol,0.6,0.4,La(III),3,HNO3,3,298.15,0.920221316,-0.036107711
154,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.047897733,kerosene,1-octanol,0.6,0.4,La(III),3,HNO3,3,298.15,4.21547969,0.624847001
155,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.071968567,kerosene,1-octanol,0.6,0.4,La(III),3,HNO3,3,298.15,12.07834259,1.082007344
156,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.119816102,kerosene,1-octanol,0.6,0.4,La(III),3,HNO3,3,298.15,24.88632866,1.395960832
157,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.011975405,kerosene,1-octanol,0.6,0.4,Ce(III),3,HNO3,3,298.15,0.350984257,-0.454712362
158,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.023949838,kerosene,1-octanol,0.6,0.4,Ce(III),3,HNO3,3,298.15,1.547812973,0.189718482
159,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.048046836,kerosene,1-octanol,0.6,0.4,Ce(III),3,HNO3,3,298.15,7.847599704,0.894736842
160,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.071968567,kerosene,1-octanol,0.6,0.4,Ce(III),3,HNO3,3,298.15,22.77220794,1.357405141
161,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.119816102,kerosene,1-octanol,0.6,0.4,Ce(III),3,HNO3,3,298.15,40.81042465,1.610771114
162,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.012012684,kerosene,1-octanol,0.6,0.4,Pr(III),3,HNO3,3,298.15,0.533396527,-0.272949816
163,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024024393,kerosene,1-octanol,0.6,0.4,Pr(III),3,HNO3,3,298.15,3.070068763,0.487148103
164,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.047897733,kerosene,1-octanol,0.6,0.4,Pr(III),3,HNO3,3,298.15,16.37564016,1.214198286
165,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.071968567,kerosene,1-octanol,0.6,0.4,Pr(III),3,HNO3,3,298.15,22.77220794,1.357405141
166,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.119816102,kerosene,1-octanol,0.6,0.4,Pr(III),3,HNO3,3,298.15,75.01584381,1.875152999
167,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.012012684,kerosene,1-octanol,0.6,0.4,Nd(III),3,HNO3,3,298.15,0.575569695,-0.239902081
168,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024024393,kerosene,1-octanol,0.6,0.4,Nd(III),3,HNO3,3,298.15,6.245879989,0.795593635
169,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.048046836,kerosene,1-octanol,0.6,0.4,Nd(III),3,HNO3,3,298.15,43.48213835,1.638310894
170,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.071968567,kerosene,1-octanol,0.6,0.4,Nd(III),3,HNO3,3,298.15,223.2735149,2.348837209
171,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.119816102,kerosene,1-octanol,0.6,0.4,Nd(III),3,HNO3,3,298.15,615.8482111,2.789473684
172,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.01196875,kerosene,1-octanol,0.6,0.4,Sm(III),3,HNO3,3,298.15,16.25964694,1.211111111
173,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.023925542,kerosene,1-octanol,0.6,0.4,Sm(III),3,HNO3,3,298.15,102.5914365,2.011111111
174,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.048006585,kerosene,1-octanol,0.6,0.4,Sm(III),3,HNO3,3,298.15,950.1185073,2.977777778
175,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.071930084,kerosene,1-octanol,0.6,0.4,Sm(III),3,HNO3,3,298.15,2712.272579,3.433333333
176,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.119687496,kerosene,1-octanol,0.6,0.4,Sm(III),3,HNO3,3,298.15,8799.225436,3.944444444
177,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.01196875,kerosene,1-octanol,0.6,0.4,Eu(III),3,HNO3,3,298.15,4.136820402,0.616666667
178,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.023925542,kerosene,1-octanol,0.6,0.4,Eu(III),3,HNO3,3,298.15,51.41751828,1.711111111
179,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.047827182,kerosene,1-octanol,0.6,0.4,Eu(III),3,HNO3,3,298.15,393.0469626,2.594444444
180,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.071930084,kerosene,1-octanol,0.6,0.4,Eu(III),3,HNO3,3,298.15,879.9225436,2.944444444
181,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.119687496,kerosene,1-octanol,0.6,0.4,Eu(III),3,HNO3,3,298.15,3458.508831,3.538888889
182,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.01196875,kerosene,1-octanol,0.6,0.4,Gd(III),3,HNO3,3,298.15,5.695810811,0.755555556
183,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.023925542,kerosene,1-octanol,0.6,0.4,Gd(III),3,HNO3,3,298.15,71.7060097,1.855555556
184,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.048006585,kerosene,1-octanol,0.6,0.4,Gd(III),3,HNO3,3,298.15,458.259114,2.661111111
185,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.071930084,kerosene,1-octanol,0.6,0.4,Gd(III),3,HNO3,3,298.15,1258.925412,3.1
186,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.119687496,kerosene,1-octanol,0.6,0.4,Gd(III),3,HNO3,3,298.15,3371.147678,3.527777778
187,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.01196875,kerosene,1-octanol,0.6,0.4,Tb(III),3,HNO3,3,298.15,8.149127469,0.911111111
188,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.023925542,kerosene,1-octanol,0.6,0.4,Tb(III),3,HNO3,3,298.15,92.61187281,1.966666667
189,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.047827182,kerosene,1-octanol,0.6,0.4,Tb(III),3,HNO3,3,298.15,555.1935914,2.744444444
190,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.071930084,kerosene,1-octanol,0.6,0.4,Tb(III),3,HNO3,3,298.15,1801.173528,3.255555556
191,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.119687496,kerosene,1-octanol,0.6,0.4,Tb(III),3,HNO3,3,298.15,4084.238653,3.611111111
192,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.01196875,kerosene,1-octanol,0.6,0.4,Dy(III),3,HNO3,3,298.15,16.25964694,1.211111111
193,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.023925542,kerosene,1-octanol,0.6,0.4,Dy(III),3,HNO3,3,298.15,102.5914365,2.011111111
194,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.048006585,kerosene,1-octanol,0.6,0.4,Dy(III),3,HNO3,3,298.15,950.1185073,2.977777778
195,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.071930084,kerosene,1-octanol,0.6,0.4,Dy(III),3,HNO3,3,298.15,2712.272579,3.433333333
196,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.119687496,kerosene,1-octanol,0.6,0.4,Dy(III),3,HNO3,3,298.15,8799.225436,3.944444444
197,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.012031887,kerosene,1-octanol,0.6,0.4,Ho(III),3,HNO3,3,298.15,8.955471417,0.952088452
198,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.023934406,kerosene,1-octanol,0.6,0.4,Ho(III),3,HNO3,3,298.15,156.7948144,2.195331695
199,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.048163443,kerosene,1-octanol,0.6,0.4,Ho(III),3,HNO3,3,298.15,1049.263392,3.020884521
200,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.072098479,kerosene,1-octanol,0.6,0.4,Ho(III),3,HNO3,3,298.15,4219.948251,3.625307125
201,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.120186855,kerosene,1-octanol,0.6,0.4,Ho(III),3,HNO3,3,298.15,11683.35485,4.067567568
202,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.011985746,kerosene,1-octanol,0.6,0.4,Er(III),3,HNO3,3,298.15,18.06162232,1.256756757
203,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024026544,kerosene,1-octanol,0.6,0.4,Er(III),3,HNO3,3,298.15,225.2059459,2.352579853
204,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.047978743,kerosene,1-octanol,0.6,0.4,Er(III),3,HNO3,3,298.15,747.2473326,2.873464373
205,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.072098479,kerosene,1-octanol,0.6,0.4,Er(III),3,HNO3,3,298.15,5412.71591,3.733415233
206,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.120186855,kerosene,1-octanol,0.6,0.4,Er(III),3,HNO3,3,298.15,14002.05071,4.146191646
207,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.012031887,kerosene,1-octanol,0.6,0.4,Tm(III),3,HNO3,3,298.15,13.92305837,1.143734644
208,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024026544,kerosene,1-octanol,0.6,0.4,Tm(III),3,HNO3,3,298.15,305.6736376,2.485257985
209,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.047978743,kerosene,1-octanol,0.6,0.4,Tm(III),3,HNO3,3,298.15,2214.159207,3.345208845
210,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.072098479,kerosene,1-octanol,0.6,0.4,Tm(III),3,HNO3,3,298.15,8705.69484,3.93980344
211,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.120186855,kerosene,1-octanol,0.6,0.4,Tm(III),3,HNO3,3,298.15,14322.52721,4.156019656
212,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.011985746,kerosene,1-octanol,0.6,0.4,Yb(III),3,HNO3,3,298.15,18.47501359,1.266584767
213,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024026544,kerosene,1-octanol,0.6,0.4,Yb(III),3,HNO3,3,298.15,305.6736376,2.485257985
214,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.048163443,kerosene,1-octanol,0.6,0.4,Yb(III),3,HNO3,3,298.15,1315.723462,3.119164619
215,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.071821993,kerosene,1-octanol,0.6,0.4,Yb(III),3,HNO3,3,298.15,5412.71591,3.733415233
216,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.120649528,kerosene,1-octanol,0.6,0.4,Yb(III),3,HNO3,3,298.15,16405.43366,4.214987715
217,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.011985746,kerosene,1-octanol,0.6,0.4,Lu(III),3,HNO3,3,298.15,18.47501359,1.266584767
218,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.024026544,kerosene,1-octanol,0.6,0.4,Lu(III),3,HNO3,3,298.15,312.6698427,2.495085995
219,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.047794752,kerosene,1-octanol,0.6,0.4,Lu(III),3,HNO3,3,298.15,2214.159207,3.345208845
220,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.072098479,kerosene,1-octanol,0.6,0.4,Lu(III),3,HNO3,3,298.15,9971.752685,3.998771499
221,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.120649528,kerosene,1-octanol,0.6,0.4,Lu(III),3,HNO3,3,298.15,15679.48144,4.195331695
222,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1,0.01,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,1,295.15,60.69695502,1.783166904
223,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCCC1,0.01,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,1,295.15,6.376243698,0.804564907
224,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCOCC1,0.01,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,1,295.15,2.019659581,0.305278174
225,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,0.01,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,1,295.15,42.01410822,1.62339515
226,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCCC1,0.01,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,1,295.15,4.313277679,0.634807418
227,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCOCC1,0.01,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,1,295.15,1.430514137,0.155492154
228,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.01,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,1,295.15,2.483989673,0.395149786
229,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1,0.1,n-octane,1-octanol,0.95,0.05,Eu(III),10,HNO3,0.985,295.15,103.4677119,2.014804845
230,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1,0.1,n-octane,1-octanol,0.95,0.05,Eu(III),10,HNO3,0.985,295.15,348.6548358,2.542395693
231,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1,0.1,n-octane,1-octanol,0.95,0.05,Eu(III),10,HNO3,0.985,295.15,385.0031952,2.585464334
232,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1,0.1,n-octane,1-octanol,0.95,0.05,Eu(III),10,HNO3,0.985,295.15,452.3252947,2.655450875
233,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1,0.1,n-octane,1-octanol,0.95,0.05,Eu(III),10,HNO3,0.985,295.15,399.5904259,2.601615074
234,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1,0.1,n-octane,1-octanol,0.95,0.05,Eu(III),10,HNO3,0.985,295.15,296.7625896,2.472409152
235,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,0.01,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.985,295.15,6.736133555,0.828410689
236,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,0.01,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.985,295.15,5.618862216,0.749648383
237,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,0.01,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.985,295.15,6.479374048,0.811533052
238,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,0.01,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.985,295.15,6.479374048,0.811533052
239,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,0.01,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.985,295.15,5.69212281,0.755274262
240,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,0.01,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.985,295.15,5.69212281,0.755274262
241,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,0.005,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.009533876,295.15,0.408359765,-0.388957055
242,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,0.005,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.024321045,295.15,2.026508671,0.306748466
243,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,0.005,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.097752603,295.15,15.5385698,1.191411043
244,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,0.005,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.488700123,295.15,950.416813,2.97791411
245,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,0.005,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.957731629,295.15,1356.798446,3.132515337
246,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCCC1,0.005,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.009620955,295.15,0.137610099,-0.861349693
247,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCCC1,0.005,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.024321045,295.15,0.167702631,-0.775460123
248,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCCC1,0.005,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.097752603,295.15,0.784293341,-0.105521472
249,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCCC1,0.005,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.488700123,295.15,74.12055291,1.86993865
250,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCCC1,0.005,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.957731629,295.15,199.244574,2.299386503
251,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCCC1,0.005,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,1.92881784,295.15,2765.144245,3.441717791
252,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCCC1,0.005,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,3.011451777,295.15,2015.090143,3.304294479
253,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCOCC1,0.005,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.009620955,295.15,0.146021625,-0.835582822
254,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCOCC1,0.005,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.024321045,295.15,0.104328967,-0.981595092
255,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCOCC1,0.005,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.097752603,295.15,0.335083756,-0.474846626
256,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCOCC1,0.005,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.488700123,295.15,0.994365419,-0.002453988
257,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCOCC1,0.005,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,0.957731629,295.15,114.5237883,2.058895706
258,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCOCC1,0.005,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,1.92881784,295.15,3239.137976,3.510429448
259,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCOCC1,0.005,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,3.011451777,295.15,3113.519096,3.493251534
260,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1,0.004999479,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,1.004,295.15,7.199581457,0.85730725
261,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1,0.01,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,1.004,295.15,61.57623323,1.789413119
262,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1,0.020002085,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,1.004,295.15,543.660729,2.735327963
263,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1,0.04000834,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,1.004,295.15,3842.200082,3.584579977
264,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCCC1,0.01,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,1.004,295.15,6.226423881,0.794238683
265,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCCC1,0.02,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,1.004,295.15,70.42658429,1.847736626
266,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCCC1,0.04,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,1.004,295.15,646.695127,2.810699588
267,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCCC1,0.08,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,1.004,295.15,3628.029268,3.559670782
268,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCOCC1,0.0054,n-octane,1-octanol,0.9,0.1,Eu(III),0.01,HNO3,1.004,295.15,0.257607738,-0.589041096
269,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCOCC1,0.0105,n-octane,1-octanol,0.9,0.1,Eu(III),0.01,HNO3,1.004,295.15,1.6305299,0.212328767
270,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCOCC1,0.0205,n-octane,1-octanol,0.9,0.1,Eu(III),0.01,HNO3,1.004,295.15,14.37256385,1.157534247
271,1,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCOCC1,0.0412,n-octane,1-octanol,0.9,0.1,Eu(III),0.01,HNO3,1.004,295.15,134.9388443,2.130136986
272,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,0.005,n-octane,1-octanol,0.95,0.05,Eu(III),0.01,HNO3,1.004,295.15,5.098337381,0.707428571
